Resume,TECHNICAL_SKILL,COMPANY_NAME,TOOL,EDUCATION,EXPERIENCE,DESIGNATION,LOCATION,LANGUAGE,SOFT_SKILL,PAY,CERTIFICATION
"Experienced Product Manager, Data Scientist, Backend Developer, Software Engineer professional with expertise in AWS, TensorFlow and hands-on experience with Salesforce, Tableau, Slack. Holding Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems with 5+ years, Mid-Senior level, 2+ years, 3-5 years of work experience. Previously worked at IBM, Netflix located in Boston, MA, Chicago, IL. Fluent in Spanish, English, German with strong Teamwork, Adaptability. Certified in AWS Certified Solutions Architect, Google Cloud Professional. Seeking new opportunities with an expected salary around $120k–$150k, $100k–$130k.","AWS, TensorFlow","IBM, Netflix","Salesforce, Tableau, Slack","Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems","5+ years, Mid-Senior level, 2+ years, 3-5 years","Product Manager, Data Scientist, Backend Developer, Software Engineer","Boston, MA, Chicago, IL","Spanish, English, German","Teamwork, Adaptability","$120k–$150k, $100k–$130k","AWS Certified Solutions Architect, Google Cloud Professional"
"Experienced DevOps Engineer, Data Scientist, Backend Developer professional with expertise in Java, AWS and hands-on experience with GitHub, Slack, Jira, Tableau. Holding Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems with Entry level, 5+ years, Mid-Senior level, 2+ years of work experience. Previously worked at IBM, Microsoft, Facebook located in Austin, TX, Chicago, IL, Seattle, WA. Fluent in French, Spanish, English with strong Adaptability, Leadership, Communication Skills, Teamwork. Certified in Certified Scrum Master, Google Cloud Professional, PMP Certification, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $120k–$150k, $100k–$130k.","Java, AWS","IBM, Microsoft, Facebook","GitHub, Slack, Jira, Tableau","Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems","Entry level, 5+ years, Mid-Senior level, 2+ years","DevOps Engineer, Data Scientist, Backend Developer","Austin, TX, Chicago, IL, Seattle, WA","French, Spanish, English","Adaptability, Leadership, Communication Skills, Teamwork","$120k–$150k, $100k–$130k","Certified Scrum Master, Google Cloud Professional, PMP Certification, AWS Certified Solutions Architect"
"Experienced Software Engineer, DevOps Engineer, Product Manager, Backend Developer professional with expertise in AWS, Python and hands-on experience with Tableau, GitHub, Jira, Slack. Holding Ph.D. in Data Science, Master's in Information Systems with 7+ years, 3-5 years of work experience. Previously worked at Netflix, Facebook located in Chicago, IL, Boston, MA. Fluent in Spanish, English with strong Leadership, Problem-Solving, Adaptability, Communication Skills. Certified in PMP Certification, Certified Scrum Master, Google Cloud Professional. Seeking new opportunities with an expected salary around $80k–$100k, $120k–$150k, $90k–$120k.","AWS, Python","Netflix, Facebook","Tableau, GitHub, Jira, Slack","Ph.D. in Data Science, Master's in Information Systems","7+ years, 3-5 years","Software Engineer, DevOps Engineer, Product Manager, Backend Developer","Chicago, IL, Boston, MA","Spanish, English","Leadership, Problem-Solving, Adaptability, Communication Skills","$80k–$100k, $120k–$150k, $90k–$120k","PMP Certification, Certified Scrum Master, Google Cloud Professional"
"Experienced Software Engineer, Backend Developer, Data Scientist, DevOps Engineer professional with expertise in Python, SQL and hands-on experience with Slack, VS Code. Holding Bachelor's in Computer Science, Master's in Information Systems with 7+ years, 2+ years, Mid-Senior level of work experience. Previously worked at Amazon, Tesla located in Boston, MA, New York, NY, Austin, TX. Fluent in Spanish, English, German with strong Communication Skills, Adaptability. Certified in Certified Scrum Master, Google Cloud Professional. Seeking new opportunities with an expected salary around $100k–$130k, $120k–$150k, $90k–$120k, $80k–$100k.","Python, SQL","Amazon, Tesla","Slack, VS Code","Bachelor's in Computer Science, Master's in Information Systems","7+ years, 2+ years, Mid-Senior level","Software Engineer, Backend Developer, Data Scientist, DevOps Engineer","Boston, MA, New York, NY, Austin, TX","Spanish, English, German","Communication Skills, Adaptability","$100k–$130k, $120k–$150k, $90k–$120k, $80k–$100k","Certified Scrum Master, Google Cloud Professional"
"Experienced Data Scientist, DevOps Engineer, Software Engineer professional with expertise in Python, SQL, AWS and hands-on experience with GitHub, VS Code, Figma, Jira. Holding Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems with 5+ years, 2+ years, 7+ years of work experience. Previously worked at Tesla, Facebook, Amazon located in Boston, MA, New York, NY, Chicago, IL, San Francisco, CA. Fluent in German, Spanish with strong Adaptability, Problem-Solving, Leadership. Certified in AWS Certified Solutions Architect, Certified Scrum Master, PMP Certification. Seeking new opportunities with an expected salary around $120k–$150k, $100k–$130k, $80k–$100k, $90k–$120k.","Python, SQL, AWS","Tesla, Facebook, Amazon","GitHub, VS Code, Figma, Jira","Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems","5+ years, 2+ years, 7+ years","Data Scientist, DevOps Engineer, Software Engineer","Boston, MA, New York, NY, Chicago, IL, San Francisco, CA","German, Spanish","Adaptability, Problem-Solving, Leadership","$120k–$150k, $100k–$130k, $80k–$100k, $90k–$120k","AWS Certified Solutions Architect, Certified Scrum Master, PMP Certification"
"Experienced Data Scientist, Product Manager, Software Engineer professional with expertise in Docker, Java, SQL, AWS and hands-on experience with Slack, Jira, GitHub, Salesforce. Holding Master's in Information Systems, Bachelor's in Computer Science with 3-5 years, 7+ years, 5+ years of work experience. Previously worked at Amazon, IBM, Apple, Facebook located in New York, NY, San Francisco, CA, Seattle, WA. Fluent in English, Spanish with strong Problem-Solving, Adaptability. Certified in Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master. Seeking new opportunities with an expected salary around $100k–$130k, $90k–$120k.","Docker, Java, SQL, AWS","Amazon, IBM, Apple, Facebook","Slack, Jira, GitHub, Salesforce","Master's in Information Systems, Bachelor's in Computer Science","3-5 years, 7+ years, 5+ years","Data Scientist, Product Manager, Software Engineer","New York, NY, San Francisco, CA, Seattle, WA","English, Spanish","Problem-Solving, Adaptability","$100k–$130k, $90k–$120k","Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master"
"Experienced DevOps Engineer, Product Manager, Software Engineer professional with expertise in SQL, Docker and hands-on experience with Figma, Tableau, GitHub. Holding Master's in Information Systems, Bachelor's in Computer Science, Ph.D. in Data Science with Mid-Senior level, 2+ years, Entry level, 3-5 years of work experience. Previously worked at Apple, Netflix, Google located in Seattle, WA, Austin, TX, San Francisco, CA. Fluent in French, German, Spanish, English with strong Adaptability, Communication Skills, Problem-Solving, Teamwork. Certified in Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master, PMP Certification. Seeking new opportunities with an expected salary around $90k–$120k, $120k–$150k, $100k–$130k.","SQL, Docker","Apple, Netflix, Google","Figma, Tableau, GitHub","Master's in Information Systems, Bachelor's in Computer Science, Ph.D. in Data Science","Mid-Senior level, 2+ years, Entry level, 3-5 years","DevOps Engineer, Product Manager, Software Engineer","Seattle, WA, Austin, TX, San Francisco, CA","French, German, Spanish, English","Adaptability, Communication Skills, Problem-Solving, Teamwork","$90k–$120k, $120k–$150k, $100k–$130k","Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master, PMP Certification"
"Experienced Product Manager, Software Engineer professional with expertise in AWS, SQL, TensorFlow, Kubernetes and hands-on experience with Salesforce, VS Code, Jira. Holding Bachelor's in Computer Science, Master's in Information Systems with 2+ years, Mid-Senior level, 3-5 years of work experience. Previously worked at Facebook, Netflix located in New York, NY, Seattle, WA, Chicago, IL. Fluent in Spanish, German with strong Leadership, Communication Skills, Problem-Solving, Teamwork. Certified in Certified Scrum Master, AWS Certified Solutions Architect, Google Cloud Professional, PMP Certification. Seeking new opportunities with an expected salary around $120k–$150k, $90k–$120k.","AWS, SQL, TensorFlow, Kubernetes","Facebook, Netflix","Salesforce, VS Code, Jira","Bachelor's in Computer Science, Master's in Information Systems","2+ years, Mid-Senior level, 3-5 years","Product Manager, Software Engineer","New York, NY, Seattle, WA, Chicago, IL","Spanish, German","Leadership, Communication Skills, Problem-Solving, Teamwork","$120k–$150k, $90k–$120k","Certified Scrum Master, AWS Certified Solutions Architect, Google Cloud Professional, PMP Certification"
"Experienced Backend Developer, Software Engineer, DevOps Engineer, Data Scientist professional with expertise in Docker, SQL, Kubernetes and hands-on experience with Jira, Tableau. Holding Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science with 5+ years, Entry level of work experience. Previously worked at Tesla, IBM, Microsoft located in New York, NY, Boston, MA. Fluent in German, French, Spanish with strong Problem-Solving, Adaptability, Communication Skills, Teamwork. Certified in Google Cloud Professional, AWS Certified Solutions Architect, PMP Certification. Seeking new opportunities with an expected salary around $120k–$150k, $90k–$120k, $80k–$100k, $100k–$130k.","Docker, SQL, Kubernetes","Tesla, IBM, Microsoft","Jira, Tableau","Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science","5+ years, Entry level","Backend Developer, Software Engineer, DevOps Engineer, Data Scientist","New York, NY, Boston, MA","German, French, Spanish","Problem-Solving, Adaptability, Communication Skills, Teamwork","$120k–$150k, $90k–$120k, $80k–$100k, $100k–$130k","Google Cloud Professional, AWS Certified Solutions Architect, PMP Certification"
"Experienced DevOps Engineer, Software Engineer, Data Scientist professional with expertise in AWS, TensorFlow and hands-on experience with Jira, GitHub, VS Code, Slack. Holding Bachelor's in Computer Science, Ph.D. in Data Science with Entry level, 2+ years, Mid-Senior level of work experience. Previously worked at IBM, Netflix located in Boston, MA, San Francisco, CA, Chicago, IL. Fluent in German, Spanish, English, French with strong Leadership, Teamwork, Adaptability. Certified in Certified Scrum Master, PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $80k–$100k, $100k–$130k, $120k–$150k, $90k–$120k.","AWS, TensorFlow","IBM, Netflix","Jira, GitHub, VS Code, Slack","Bachelor's in Computer Science, Ph.D. in Data Science","Entry level, 2+ years, Mid-Senior level","DevOps Engineer, Software Engineer, Data Scientist","Boston, MA, San Francisco, CA, Chicago, IL","German, Spanish, English, French","Leadership, Teamwork, Adaptability","$80k–$100k, $100k–$130k, $120k–$150k, $90k–$120k","Certified Scrum Master, PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect"
"Experienced Data Scientist, DevOps Engineer, Product Manager, Software Engineer professional with expertise in Machine Learning, Java, SQL and hands-on experience with Slack, Tableau, GitHub, Salesforce. Holding Ph.D. in Data Science, Master's in Information Systems, Bachelor's in Computer Science with Entry level, Mid-Senior level, 2+ years, 7+ years of work experience. Previously worked at Microsoft, Tesla located in New York, NY, Austin, TX, Chicago, IL. Fluent in Spanish, English, German with strong Leadership, Problem-Solving, Communication Skills, Teamwork. Certified in Certified Scrum Master, Google Cloud Professional. Seeking new opportunities with an expected salary around $90k–$120k, $120k–$150k, $80k–$100k, $100k–$130k.","Machine Learning, Java, SQL","Microsoft, Tesla","Slack, Tableau, GitHub, Salesforce","Ph.D. in Data Science, Master's in Information Systems, Bachelor's in Computer Science","Entry level, Mid-Senior level, 2+ years, 7+ years","Data Scientist, DevOps Engineer, Product Manager, Software Engineer","New York, NY, Austin, TX, Chicago, IL","Spanish, English, German","Leadership, Problem-Solving, Communication Skills, Teamwork","$90k–$120k, $120k–$150k, $80k–$100k, $100k–$130k","Certified Scrum Master, Google Cloud Professional"
